,name,location,description,score,url,lat,lon,rank,lat_location,lon_location,Forecast
32,Hotel Mas des Lys,Saintes Maries de la mer,"Hotel Mas des Lys is situated in Saintes-Maries-de-la-Mer in the Camargues region, a 30-minute drive from Arles. It offers an outdoor pool and air-conditioned guest rooms with a private terrace. ",8.5,https://www.booking.com/hotel/fr/mas-des-lys-les-saintes-maries-de-la-mer.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaE2IAQGYAQm4AQrIAQXYAQHoAQH4AQuIAgGoAgO4Ao7as58GwAIB0gIkYjhmZjY4NmEtZDg2Ny00Y2Q2LWIzY2UtNzVhNDYwM2MwMjBj2AIG4AIB&sid=b764fed640d524b81967b116ed27a5b1&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=19&sr_order=popularity&srpvid=7ed96698e6d20014&srepoch=1676471730&from_beach_sr=1&from=searchresults#hotelTmpl,43.47418844,4.41020608,13,43.4522771,4.4287172,11.95
33,Le Dauphin Bleu,Saintes Maries de la mer,"Located 50 metres from the beach, Le Dauphin Bleu faces the Mediterranean Sea and is 400 metres from the centre of Saintes-Maries-de-la-Mer's historic old town. ",8.4,https://www.booking.com/hotel/fr/le-dauphin-bleu.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaE2IAQGYAQm4AQrIAQXYAQHoAQH4AQuIAgGoAgO4Ao7as58GwAIB0gIkYjhmZjY4NmEtZDg2Ny00Y2Q2LWIzY2UtNzVhNDYwM2MwMjBj2AIG4AIB&sid=b764fed640d524b81967b116ed27a5b1&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=9&hapos=9&sr_order=popularity&srpvid=7ed96698e6d20014&srepoch=1676471730&from_beach_sr=1&from=searchresults#hotelTmpl,43.452330860000004,4.43364993,14,43.4522771,4.4287172,11.95
34,Hôtel Restaurant Les Arnelles,Saintes Maries de la mer,"Located in the heart of the Camargue Natural Regional Park, Les Arnelles features an outdoor swimming pool, a garden and a terrace in Les Saintes-Marie-de-la-Mer. ",8.4,https://www.booking.com/hotel/fr/les-arnelles.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaE2IAQGYAQm4AQrIAQXYAQHoAQH4AQuIAgGoAgO4Ao7as58GwAIB0gIkYjhmZjY4NmEtZDg2Ny00Y2Q2LWIzY2UtNzVhNDYwM2MwMjBj2AIG4AIB&sid=b764fed640d524b81967b116ed27a5b1&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=12&hapos=12&sr_order=popularity&srpvid=7ed96698e6d20014&srepoch=1676471730&from_beach_sr=1&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,43.46095608,4.42231894,15,43.4522771,4.4287172,11.95
35,Mas De Calabrun,Saintes Maries de la mer,"Featuring an outdoor pool, boules pitch and table tennis table, Mas de Calabrun is a hotel located on a private estate in Saintes-Maries-de-la-Mer in the Camargue Regional Park. ",8.4,https://www.booking.com/hotel/fr/mas-de-calabrun.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaE2IAQGYAQm4AQrIAQXYAQHoAQH4AQuIAgGoAgO4Ao7as58GwAIB0gIkYjhmZjY4NmEtZDg2Ny00Y2Q2LWIzY2UtNzVhNDYwM2MwMjBj2AIG4AIB&sid=b764fed640d524b81967b116ed27a5b1&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=7ed96698e6d20014&srepoch=1676471730&from_beach_sr=1&from=searchresults#hotelTmpl,43.5022583,4.42575753,16,43.4522771,4.4287172,11.95
36,Hotel Lou Marquès,Saintes Maries de la mer,"Lou Marquès is located in Les Saintes Maries De La Mer, in Camargue Regional Nature Park.  It offers free WiFi and a sunny terrace and it is just 400 metres from the beaches. ",8.4,https://www.booking.com/hotel/fr/lou-marques.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaE2IAQGYAQm4AQrIAQXYAQHoAQH4AQuIAgGoAgO4Ao7as58GwAIB0gIkYjhmZjY4NmEtZDg2Ny00Y2Q2LWIzY2UtNzVhNDYwM2MwMjBj2AIG4AIB&sid=b764fed640d524b81967b116ed27a5b1&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=15&sr_order=popularity&srpvid=7ed96698e6d20014&srepoch=1676471730&from_beach_sr=1&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,43.45512494,4.42874014,17,43.4522771,4.4287172,11.95
37,Auberge de la Fadaise,Saintes Maries de la mer,"Auberge de la Fadaise is located in Saintes-Maries-de-la-Mer in the heart of the Camargue region, a 5-minute drive from the beach. ",8.3,https://www.booking.com/hotel/fr/auberge-de-la-fadaise.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaE2IAQGYAQm4AQrIAQXYAQHoAQH4AQuIAgGoAgO4Ao7as58GwAIB0gIkYjhmZjY4NmEtZDg2Ny00Y2Q2LWIzY2UtNzVhNDYwM2MwMjBj2AIG4AIB&sid=b764fed640d524b81967b116ed27a5b1&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=28&hapos=28&sr_order=popularity&srpvid=7ed96698e6d20014&srepoch=1676471730&from_beach_sr=1&from=searchresults#hotelTmpl,43.48647018,4.40415502,18,43.4522771,4.4287172,11.95
38,Hôtel Mas de la Grenouillère,Saintes Maries de la mer,This hotel and horse riding centre is set in a Provencal farm house in Saintes-Maries-de-la-Mer in the Camargue Regional Nature Park. It has a garden and an outdoor pool lined with a sun terrace. ,8.3,https://www.booking.com/hotel/fr/ha-tel-mas-de-la-grenouilla-re.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaE2IAQGYAQm4AQrIAQXYAQHoAQH4AQuIAgGoAgO4Ao7as58GwAIB0gIkYjhmZjY4NmEtZDg2Ny00Y2Q2LWIzY2UtNzVhNDYwM2MwMjBj2AIG4AIB&sid=b764fed640d524b81967b116ed27a5b1&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=25&hapos=25&sr_order=popularity&srpvid=7ed96698e6d20014&srepoch=1676471730&from_beach_sr=1&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,43.47145266,4.40182686,19,43.4522771,4.4287172,11.95
39,Manade Cavallini - Mas de Pioch,Saintes Maries de la mer,"Set in Les Saintes-Maries-de-la-Mer, Manade Cavallini - Mas de Pioch is a typical Camargue style country house sitting in a 250-hectare park with 200 Camargue bulls. It offers rooms and an apartment. ",8.2,https://www.booking.com/hotel/fr/mas-de-pioch.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaE2IAQGYAQm4AQrIAQXYAQHoAQH4AQuIAgGoAgO4Ao7as58GwAIB0gIkYjhmZjY4NmEtZDg2Ny00Y2Q2LWIzY2UtNzVhNDYwM2MwMjBj2AIG4AIB&sid=b764fed640d524b81967b116ed27a5b1&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=7&sr_order=popularity&srpvid=7ed96698e6d20014&srepoch=1676471730&from_beach_sr=1&from=searchresults#hotelTmpl,43.52955573,4.40055013,20,43.4522771,4.4287172,11.95
40,SUD PASSION - Sakakini - calme - 3 chambres - lumineux - fibre,Marseille,Managed by a private host,10.0,https://www.booking.com/hotel/fr/sud-passion-sakakini-calme-3-chambres-lumineux-fibre.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaE2IAQGYAQm4AQrIAQXYAQHoAQH4AQuIAgGoAgO4Ao7as58GwAIB0gIkYjhmZjY4NmEtZDg2Ny00Y2Q2LWIzY2UtNzVhNDYwM2MwMjBj2AIG4AIB&sid=b764fed640d524b81967b116ed27a5b1&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=3&sr_order=popularity&srpvid=ae17669831db0033&srepoch=1676471731&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,43.299162,5.401543,1,43.2961743,5.3699525,11.94
41,"Superbe appart 3 p, 10 mn de la plage avec piscine et parking",Marseille,Managed by a private host,9.1,https://www.booking.com/hotel/fr/superbe-appart-3-p-10-mn-de-la-plage-avec-piscine.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaE2IAQGYAQm4AQrIAQXYAQHoAQH4AQuIAgGoAgO4Ao7as58GwAIB0gIkYjhmZjY4NmEtZDg2Ny00Y2Q2LWIzY2UtNzVhNDYwM2MwMjBj2AIG4AIB&sid=b764fed640d524b81967b116ed27a5b1&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=5&sr_order=popularity&srpvid=ae17669831db0033&srepoch=1676471731&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,43.2505303,5.3814817,2,43.2961743,5.3699525,11.94
42,Vieux Port République Cannebiére,Marseille,Managed by a private host,8.8,https://www.booking.com/hotel/fr/vieux-port-47-les-augustins.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaE2IAQGYAQm4AQrIAQXYAQHoAQH4AQuIAgGoAgO4Ao7as58GwAIB0gIkYjhmZjY4NmEtZDg2Ny00Y2Q2LWIzY2UtNzVhNDYwM2MwMjBj2AIG4AIB&sid=b764fed640d524b81967b116ed27a5b1&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=13&sr_order=popularity&srpvid=ae17669831db0033&srepoch=1676471731&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,43.29594971,5.37455259,3,43.2961743,5.3699525,11.94
43,MASSILIA BLUE - Grand appartement refait à neuf avec vue sur le Vieux Port,Marseille,"Offering free WiFi, MASSILIA BLUE - Grand appartement refait à neuf avec vue sur le Vieux Port is set in the centre of Marseille within 2.3 km of Plage des Catalans and 400 metres from Museum of...",8.7,https://www.booking.com/hotel/fr/massilia-blue-grand-appartement-refait-a-neuf-avec-vue-sur-le-vieux-port.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaE2IAQGYAQm4AQrIAQXYAQHoAQH4AQuIAgGoAgO4Ao7as58GwAIB0gIkYjhmZjY4NmEtZDg2Ny00Y2Q2LWIzY2UtNzVhNDYwM2MwMjBj2AIG4AIB&sid=b764fed640d524b81967b116ed27a5b1&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=7&sr_order=popularity&srpvid=ae17669831db0033&srepoch=1676471731&from=searchresults#hotelTmpl,43.2954015,5.3634509999999995,4,43.2961743,5.3699525,11.94
44,Cocon au Soleil 1827,Marseille,Managed by a private host,8.7,https://www.booking.com/hotel/fr/superbe-cocon-au-soleil-de-marseille.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaE2IAQGYAQm4AQrIAQXYAQHoAQH4AQuIAgGoAgO4Ao7as58GwAIB0gIkYjhmZjY4NmEtZDg2Ny00Y2Q2LWIzY2UtNzVhNDYwM2MwMjBj2AIG4AIB&sid=b764fed640d524b81967b116ed27a5b1&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=9&hapos=9&sr_order=popularity&srpvid=ae17669831db0033&srepoch=1676471731&from=searchresults#hotelTmpl,43.29654954,5.39145293,5,43.2961743,5.3699525,11.94
45,Les marches de St Charles - 100M2,Marseille,Managed by a private host,8.6,https://www.booking.com/hotel/fr/l-39-escalier-de-saint-charles.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaE2IAQGYAQm4AQrIAQXYAQHoAQH4AQuIAgGoAgO4Ao7as58GwAIB0gIkYjhmZjY4NmEtZDg2Ny00Y2Q2LWIzY2UtNzVhNDYwM2MwMjBj2AIG4AIB&sid=b764fed640d524b81967b116ed27a5b1&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=26&hapos=26&sr_order=popularity&srpvid=ae17669831db0033&srepoch=1676471731&from=searchresults#hotelTmpl,43.30126315,5.3795836,6,43.2961743,5.3699525,11.94
46,Maisons du Monde Hôtel & Suites - Marseille Vieux Port,Marseille,"Overlooking the Old Port, Maisons du Monde Hôtel & Suites - Marseille Vieux Port is located in the heart of Marseille. It offers modern air-conditioned rooms and free WiFi. ",8.5,https://www.booking.com/hotel/fr/maisondumondehotelandsuitesmarseille.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaE2IAQGYAQm4AQrIAQXYAQHoAQH4AQuIAgGoAgO4Ao7as58GwAIB0gIkYjhmZjY4NmEtZDg2Ny00Y2Q2LWIzY2UtNzVhNDYwM2MwMjBj2AIG4AIB&sid=b764fed640d524b81967b116ed27a5b1&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=ae17669831db0033&srepoch=1676471731&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,43.29412372,5.37463993,7,43.2961743,5.3699525,11.94
47,La Lodge,Marseille,"Well set in the centre of Marseille, La Lodge offers a terrace. Guests staying at this apartment have access to free WiFi and a balcony. ",8.5,https://www.booking.com/hotel/fr/sunny-vieux-port-3bed-apartment-with-sea-view.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaE2IAQGYAQm4AQrIAQXYAQHoAQH4AQuIAgGoAgO4Ao7as58GwAIB0gIkYjhmZjY4NmEtZDg2Ny00Y2Q2LWIzY2UtNzVhNDYwM2MwMjBj2AIG4AIB&sid=b764fed640d524b81967b116ed27a5b1&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=17&hapos=17&sr_order=popularity&srpvid=ae17669831db0033&srepoch=1676471731&from=searchresults#hotelTmpl,43.2964649,5.3671383,8,43.2961743,5.3699525,11.94
48,Hôtel Life Marseille VP - Vieux Port,Marseille,Hôtel Life Marseille VP - Vieux Port is set in an 18th-century stone building opposite the Vieux Port in Marseille's city centre. ,8.3,https://www.booking.com/hotel/fr/alize.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaE2IAQGYAQm4AQrIAQXYAQHoAQH4AQuIAgGoAgO4Ao7as58GwAIB0gIkYjhmZjY4NmEtZDg2Ny00Y2Q2LWIzY2UtNzVhNDYwM2MwMjBj2AIG4AIB&sid=b764fed640d524b81967b116ed27a5b1&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=29&hapos=29&sr_order=popularity&srpvid=ae17669831db0033&srepoch=1676471731&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,43.29443608,5.37478209,9,43.2961743,5.3699525,11.94
49,Marseillement votre,Marseille,Managed by a private host,8.3,https://www.booking.com/hotel/fr/votre-adresse-de-charme-hypercentre-marseille.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaE2IAQGYAQm4AQrIAQXYAQHoAQH4AQuIAgGoAgO4Ao7as58GwAIB0gIkYjhmZjY4NmEtZDg2Ny00Y2Q2LWIzY2UtNzVhNDYwM2MwMjBj2AIG4AIB&sid=b764fed640d524b81967b116ed27a5b1&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=6&sr_order=popularity&srpvid=ae17669831db0033&srepoch=1676471731&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,43.30020105,5.38260245,10,43.2961743,5.3699525,11.94
50,Superb flat with balcony in the centre of Marseille - Welkeys,Marseille,"In a central area of Marseille, set within a short distance of Plage des Catalans and Saint-Ferreol Street, Superb flat with balcony in the centre of Marseille - Welkeys offers free WiFi, air...",8.0,https://www.booking.com/hotel/fr/superb-flat-with-balcony-in-the-centre-of-marseille-welkeys.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaE2IAQGYAQm4AQrIAQXYAQHoAQH4AQuIAgGoAgO4Ao7as58GwAIB0gIkYjhmZjY4NmEtZDg2Ny00Y2Q2LWIzY2UtNzVhNDYwM2MwMjBj2AIG4AIB&sid=b764fed640d524b81967b116ed27a5b1&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=23&hapos=23&sr_order=popularity&srpvid=ae17669831db0033&srepoch=1676471731&from=searchresults#hotelTmpl,43.2930579,5.3747725,11,43.2961743,5.3699525,11.94
51,Magnifique T5 (12pers) 129m²-Climatisé-Vieux-Port,Marseille,Managed by a private host,7.9,https://www.booking.com/hotel/fr/magnifique-t5-12pers-129m2-climatise-vieux-port.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaE2IAQGYAQm4AQrIAQXYAQHoAQH4AQuIAgGoAgO4Ao7as58GwAIB0gIkYjhmZjY4NmEtZDg2Ny00Y2Q2LWIzY2UtNzVhNDYwM2MwMjBj2AIG4AIB&sid=b764fed640d524b81967b116ed27a5b1&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=19&sr_order=popularity&srpvid=ae17669831db0033&srepoch=1676471731&from=searchresults#hotelTmpl,43.2992713,5.3780468,12,43.2961743,5.3699525,11.94
52,Hôtel Hermès,Marseille,"Hôtel Hermès is just 35 metres from the Vieux Port in central Marseilles. It offers a roof-top terrace with panoramic views of the harbour and the city, and free Wi-Fi. ",7.9,https://www.booking.com/hotel/fr/hermes.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaE2IAQGYAQm4AQrIAQXYAQHoAQH4AQuIAgGoAgO4Ao7as58GwAIB0gIkYjhmZjY4NmEtZDg2Ny00Y2Q2LWIzY2UtNzVhNDYwM2MwMjBj2AIG4AIB&sid=b764fed640d524b81967b116ed27a5b1&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=21&hapos=21&sr_order=popularity&srpvid=ae17669831db0033&srepoch=1676471731&from=searchresults#hotelTmpl,43.29655283,5.37188329,13,43.2961743,5.3699525,11.94
53,Chez Nous - 7 Appartements sur le Vieux Port,Marseille,"Located in the centre of Marseille, 1.1 km from Plage des Catalans and 2.3 km from Fausse Monnaie, Chez Nous - 7 Appartements sur le Vieux Port provides accommodation with free WiFi. ",7.9,https://www.booking.com/hotel/fr/appartement-vieux-port-marseille12.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaE2IAQGYAQm4AQrIAQXYAQHoAQH4AQuIAgGoAgO4Ao7as58GwAIB0gIkYjhmZjY4NmEtZDg2Ny00Y2Q2LWIzY2UtNzVhNDYwM2MwMjBj2AIG4AIB&sid=b764fed640d524b81967b116ed27a5b1&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=28&hapos=28&sr_order=popularity&srpvid=ae17669831db0033&srepoch=1676471731&from=searchresults#hotelTmpl,43.29212822,5.3664093,14,43.2961743,5.3699525,11.94
54,Hôtel Maison Montgrand - Vieux Port,Marseille,"Boasting a spacious terrace, a boules pitch and a concept store, the Hotel Montgrand House - Old Port with its 49 rooms and 13 apartments is located in the centre of Marseille, just 5 minutes' walk...",7.9,https://www.booking.com/hotel/fr/montgrand.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaE2IAQGYAQm4AQrIAQXYAQHoAQH4AQuIAgGoAgO4Ao7as58GwAIB0gIkYjhmZjY4NmEtZDg2Ny00Y2Q2LWIzY2UtNzVhNDYwM2MwMjBj2AIG4AIB&sid=b764fed640d524b81967b116ed27a5b1&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=2&sr_order=popularity&srpvid=ae17669831db0033&srepoch=1676471731&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,43.2909627,5.3764292,15,43.2961743,5.3699525,11.94
55,LE PANIER ENCHANTÉ - Suites & Loft - Terrasse et patio au dessus du Vieux Port,Marseille,"Set in the centre of Marseille, 2.8 km from Plage des Catalans and 700 metres from Joliette Metro Station, LE PANIER ENCHANTÉ - Suites & Loft - Terrasse et patio au dessus du Vieux Port offers...",7.8,https://www.booking.com/hotel/fr/le-panier-enchante-suites-amp-spa.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaE2IAQGYAQm4AQrIAQXYAQHoAQH4AQuIAgGoAgO4Ao7as58GwAIB0gIkYjhmZjY4NmEtZDg2Ny00Y2Q2LWIzY2UtNzVhNDYwM2MwMjBj2AIG4AIB&sid=b764fed640d524b81967b116ed27a5b1&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=4&sr_order=popularity&srpvid=ae17669831db0033&srepoch=1676471731&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,43.300097,5.367585,16,43.2961743,5.3699525,11.94
56,"Holiday Inn Express Marseille Saint Charles, an IHG Hotel",Marseille,Holiday Inn Express Marseille Saint Charles is opposite the train station and a 10-minute walk from the Vieux Port in Marseille’s city centre. It offers en suite rooms and free Wi-Fi. ,7.8,https://www.booking.com/hotel/fr/holiday-inn-express-marseille-saint-charles.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaE2IAQGYAQm4AQrIAQXYAQHoAQH4AQuIAgGoAgO4Ao7as58GwAIB0gIkYjhmZjY4NmEtZDg2Ny00Y2Q2LWIzY2UtNzVhNDYwM2MwMjBj2AIG4AIB&sid=b764fed640d524b81967b116ed27a5b1&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=8&hapos=8&sr_order=popularity&srpvid=ae17669831db0033&srepoch=1676471731&from=searchresults#hotelTmpl,43.30272424,5.37933044,17,43.2961743,5.3699525,11.94
